集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,01,北海道,E,製造業,19,ゴム製品製造業,50～54歳,28.55,65.02,407.62
2021,01,北海道,E,製造業,19,ゴム製品製造業,55～59歳,27.71,45.72,378.24
2021,01,北海道,E,製造業,19,ゴム製品製造業,60～64歳,21.01,16.89,269.01
2021,01,北海道,E,製造業,19,ゴム製品製造業,65～69歳,17.84,6.75,220.83
2021,01,北海道,E,製造業,19,ゴム製品製造業,70歳～,17.74,5.91,218.79
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,年齢計,24.98,64,363.76
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,～19歳,17.39,42.23,250.91
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,20～24歳,19.11,36.67,265.99
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,25～29歳,21.8,54.08,315.68
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,30～34歳,22.87,51.31,325.75
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,35～39歳,24.61,70.13,365.45
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,40～44歳,26.55,89.48,408.08
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,45～49歳,28.39,78.86,419.54
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,50～54歳,27.91,70.91,405.83
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,55～59歳,25.36,58.41,362.73
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,60～64歳,27.33,44.91,372.87
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,65～69歳,25.31,69.95,373.67
2021,01,北海道,E,製造業,21,窯業・土石製品製造業,70歳～,20.43,50.49,295.65
2021,01,北海道,E,製造業,22,鉄鋼業,年齢計,28.84,116.44,462.52
2021,01,北海道,E,製造業,22,鉄鋼業,～19歳,18.02,23.69,239.93
2021,01,北海道,E,製造業,22,鉄鋼業,20～24歳,20.39,59.2,303.88
2021,01,北海道,E,製造業,22,鉄鋼業,25～29歳,23.49,82.04,363.92
2021,01,北海道,E,製造業,22,鉄鋼業,30～34歳,25.73,103.48,412.24
2021,01,北海道,E,製造業,22,鉄鋼業,35～39歳,29.46,124.44,477.96
2021,01,北海道,E,製造業,22,鉄鋼業,40～44歳,30,128.73,488.73
2021,01,北海道,E,製造業,22,鉄鋼業,45～49歳,32.65,137.43,529.23
2021,01,北海道,E,製造業,22,鉄鋼業,50～54歳,41.86,184.31,686.63
2021,01,北海道,E,製造業,22,鉄鋼業,55～59歳,33.35,157.25,557.45
2021,01,北海道,E,製造業,22,鉄鋼業,60～64歳,23.95,100.74,388.14
2021,01,北海道,E,製造業,22,鉄鋼業,65～69歳,28.82,88.72,434.56
2021,01,北海道,E,製造業,22,鉄鋼業,70歳～,-,-,-
2021,01,北海道,E,製造業,23,非鉄金属製造業,年齢計,27.17,107.7,433.74
2021,01,北海道,E,製造業,23,非鉄金属製造業,～19歳,16.54,46.87,245.35
2021,01,北海道,E,製造業,23,非鉄金属製造業,20～24歳,18.37,74.91,295.35
2021,01,北海道,E,製造業,23,非鉄金属製造業,25～29歳,23.48,85.46,367.22
2021,01,北海道,E,製造業,23,非鉄金属製造業,30～34歳,25.12,94.04,395.48
2021,01,北海道,E,製造業,23,非鉄金属製造業,35～39歳,26.72,102.64,423.28
2021,01,北海道,E,製造業,23,非鉄金属製造業,40～44歳,28.81,117.09,462.81
2021,01,北海道,E,製造業,23,非鉄金属製造業,45～49歳,28.19,111,449.28
2021,01,北海道,E,製造業,23,非鉄金属製造業,50～54歳,30.52,124.76,491
2021,01,北海道,E,製造業,23,非鉄金属製造業,55～59歳,31.96,145.28,528.8
2021,01,北海道,E,製造業,23,非鉄金属製造業,60～64歳,22.57,110.52,381.36
2021,01,北海道,E,製造業,23,非鉄金属製造業,65～69歳,-,-,-
2021,01,北海道,E,製造業,23,非鉄金属製造業,70歳～,-,-,-
2021,01,北海道,E,製造業,24,金属製品製造業,年齢計,26.95,60.38,383.78
2021,01,北海道,E,製造業,24,金属製品製造業,～19歳,18.68,43.91,268.07
2021,01,北海道,E,製造業,24,金属製品製造業,20～24歳,19.28,34.82,266.18
2021,01,北海道,E,製造業,24,金属製品製造業,25～29歳,22.2,45.96,312.36
2021,01,北海道,E,製造業,24,金属製品製造業,30～34歳,26.51,51.75,369.87
2021,01,北海道,E,製造業,24,金属製品製造業,35～39歳,26.53,68.45,386.81
2021,01,北海道,E,製造業,24,金属製品製造業,40～44歳,28.18,64.28,402.44
2021,01,北海道,E,製造業,24,金属製品製造業,45～49歳,27.81,75.12,408.84
2021,01,北海道,E,製造業,24,金属製品製造業,50～54歳,31.93,66.32,449.48
2021,01,北海道,E,製造業,24,金属製品製造業,55～59歳,32.64,85.11,476.79
2021,01,北海道,E,製造業,24,金属製品製造業,60～64歳,23.83,44.07,330.03
2021,01,北海道,E,製造業,24,金属製品製造業,65～69歳,21.55,30.39,288.99
2021,01,北海道,E,製造業,24,金属製品製造業,70歳～,21.05,39,291.6
2021,01,北海道,E,製造業,25,はん用機械器具製造業,年齢計,27.26,90.34,417.46
2021,01,北海道,E,製造業,25,はん用機械器具製造業,～19歳,15.71,7.4,195.92
2021,01,北海道,E,製造業,25,はん用機械器具製造業,20～24歳,18.36,44.56,264.88
2021,01,北海道,E,製造業,25,はん用機械器具製造業,25～29歳,24,86.58,374.58
2021,01,北海道,E,製造業,25,はん用機械器具製造業,30～34歳,21.58,74.44,333.4
2021,01,北海道,E,製造業,25,はん用機械器具製造業,35～39歳,25.9,115.07,425.87
2021,01,北海道,E,製造業,25,はん用機械器具製造業,40～44歳,28.35,96.43,436.63
2021,01,北海道,E,製造業,25,はん用機械器具製造業,45～49歳,29.42,115.78,468.82
2021,01,北海道,E,製造業,25,はん用機械器具製造業,50～54歳,32.36,97.19,485.51
2021,01,北海道,E,製造業,25,はん用機械器具製造業,55～59歳,29.97,82.71,442.35
2021,01,北海道,E,製造業,25,はん用機械器具製造業,60～64歳,29.64,88.77,444.45
2021,01,北海道,E,製造業,25,はん用機械器具製造業,65～69歳,32.87,51.65,446.09
2021,01,北海道,E,製造業,25,はん用機械器具製造業,70歳～,24.51,20.9,315.02
2021,01,北海道,E,製造業,26,生産用機械器具製造業,年齢計,26.06,79.11,391.83
2021,01,北海道,E,製造業,26,生産用機械器具製造業,～19歳,18.57,12.58,235.42
2021,01,北海道,E,製造業,26,生産用機械器具製造業,20～24歳,17.35,42.5,250.7
2021,01,北海道,E,製造業,26,生産用機械器具製造業,25～29歳,20.76,66.29,315.41
2021,01,北海道,E,製造業,26,生産用機械器具製造業,30～34歳,24.01,74.83,362.95
2021,01,北海道,E,製造業,26,生産用機械器具製造業,35～39歳,24.78,81.49,378.85
2021,01,北海道,E,製造業,26,生産用機械器具製造業,40～44歳,25.46,79.25,384.77
2021,01,北海道,E,製造業,26,生産用機械器具製造業,45～49歳,27.95,94.4,429.8
2021,01,北海道,E,製造業,26,生産用機械器具製造業,50～54歳,30.56,107.8,474.52
2021,01,北海道,E,製造業,26,生産用機械器具製造業,55～59歳,35.21,115.2,537.72
2021,01,北海道,E,製造業,26,生産用機械器具製造業,60～64歳,22.1,45.75,310.95
2021,01,北海道,E,製造業,26,生産用機械器具製造業,65～69歳,30.35,83.26,447.46
2021,01,北海道,E,製造業,26,生産用機械器具製造業,70歳～,25.97,38,349.64
2021,01,北海道,E,製造業,27,業務用機械器具製造業,年齢計,24.81,57.86,355.58
2021,01,北海道,E,製造業,27,業務用機械器具製造業,～19歳,-,-,-
2021,01,北海道,E,製造業,27,業務用機械器具製造業,20～24歳,20.16,43.83,285.75
2021,01,北海道,E,製造業,27,業務用機械器具製造業,25～29歳,21.08,53.57,306.53
2021,01,北海道,E,製造業,27,業務用機械器具製造業,30～34歳,23.68,59.28,343.44
2021,01,北海道,E,製造業,27,業務用機械器具製造業,35～39歳,18.79,27.76,253.24
2021,01,北海道,E,製造業,27,業務用機械器具製造業,40～44歳,22.55,47.13,317.73
2021,01,北海道,E,製造業,27,業務用機械器具製造業,45～49歳,30.48,90.02,455.78
2021,01,北海道,E,製造業,27,業務用機械器具製造業,50～54歳,27.32,56.94,384.78
2021,01,北海道,E,製造業,27,業務用機械器具製造業,55～59歳,38.22,125.49,584.13
2021,01,北海道,E,製造業,27,業務用機械器具製造業,60～64歳,-,-,-
2021,01,北海道,E,製造業,27,業務用機械器具製造業,65～69歳,64,163.75,931.75
2021,01,北海道,E,製造業,27,業務用機械器具製造業,70歳～,35.52,63.67,489.91
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,年齢計,28.56,111.89,454.61
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,～19歳,16.95,0,203.4
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,20～24歳,19.42,68.04,301.08
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,25～29歳,21.06,70.12,322.84
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,30～34歳,25.82,90.39,400.23
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,35～39歳,27.96,93.72,429.24
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,40～44歳,25.45,88.72,394.12
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,45～49歳,28.24,96.34,435.22
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,50～54歳,34.32,154.44,566.28
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,55～59歳,37.28,176.8,624.16
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,60～64歳,25.98,141.86,453.62
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,65～69歳,14.36,0,172.32
2021,01,北海道,E,製造業,28,電子部品・デバイス・電子回路製造業,70歳～,-,-,-
2021,01,北海道,E,製造業,29,電気機械器具製造業,年齢計,26.99,105.41,429.29
2021,01,北海道,E,製造業,29,電気機械器具製造業,～19歳,18.38,11.77,232.33
2021,01,北海道,E,製造業,29,電気機械器具製造業,20～24歳,19.52,49.39,283.63
2021,01,北海道,E,製造業,29,電気機械器具製造業,25～29歳,21.72,82.56,343.2
2021,01,北海道,E,製造業,29,電気機械器具製造業,30～34歳,24.36,94.33,386.65
2021,01,北海道,E,製造業,29,電気機械器具製造業,35～39歳,23.67,116.56,400.6
2021,01,北海道,E,製造業,29,電気機械器具製造業,40～44歳,29.41,123.29,476.21
2021,01,北海道,E,製造業,29,電気機械器具製造業,45～49歳,34.88,139.47,558.03
2021,01,北海道,E,製造業,29,電気機械器具製造業,50～54歳,26.78,103.57,424.93
2021,01,北海道,E,製造業,29,電気機械器具製造業,55～59歳,28.25,116.54,455.54
2021,01,北海道,E,製造業,29,電気機械器具製造業,60～64歳,21.83,95.32,357.28
2021,01,北海道,E,製造業,29,電気機械器具製造業,65～69歳,19.06,19.15,247.87
2021,01,北海道,E,製造業,29,電気機械器具製造業,70歳～,29.54,165,519.48
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,年齢計,27.81,73.5,407.22
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,～19歳,17.32,31.05,238.89
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,20～24歳,20.99,25.3,277.18
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,25～29歳,23.61,23.92,307.24
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,30～34歳,24.28,62.03,353.39
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,35～39歳,24.04,44.54,333.02
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,40～44歳,23.81,50.93,336.65
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,45～49歳,27.55,60.67,391.27
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,50～54歳,31.32,104.82,480.66
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,55～59歳,41.14,155.91,649.59
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,60～64歳,19.25,63.99,294.99
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,65～69歳,18.1,5.17,222.37
2021,01,北海道,E,製造業,30,情報通信機械器具製造業,70歳～,13.68,66,230.16
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,年齢計,23.45,106.37,387.77
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,～19歳,15.7,36.42,224.82
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,20～24歳,16.44,50.61,247.89
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,25～29歳,19.79,69.88,307.36
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,30～34歳,22.67,120.57,392.61
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,35～39歳,23.97,96.84,384.48
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,40～44歳,23.61,119.88,403.2
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,45～49歳,27.7,152.98,485.38
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,50～54歳,25.54,129.7,436.18
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,55～59歳,29.99,142.57,502.45
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,60～64歳,23.94,62.24,349.52
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,65～69歳,17.73,29.57,242.33
2021,01,北海道,E,製造業,31,輸送用機械器具製造業,70歳～,17.85,14.28,228.48
2021,01,北海道,E,製造業,32,その他の製造業,年齢計,26.63,79.67,399.23
2021,01,北海道,E,製造業,32,その他の製造業,～19歳,16.6,19.17,218.37
2021,01,北海道,E,製造業,32,その他の製造業,20～24歳,18.36,49.24,269.56
2021,01,北海道,E,製造業,32,その他の製造業,25～29歳,22.9,56.58,331.38
2021,01,北海道,E,製造業,32,その他の製造業,30～34歳,24.68,92.3,388.46
2021,01,北海道,E,製造業,32,その他の製造業,35～39歳,25.29,89.35,392.83
2021,01,北海道,E,製造業,32,その他の製造業,40～44歳,35.16,134.81,556.73
2021,01,北海道,E,製造業,32,その他の製造業,45～49歳,31.46,135.82,513.34
2021,01,北海道,E,製造業,32,その他の製造業,50～54歳,36.69,111.62,551.9
2021,01,北海道,E,製造業,32,その他の製造業,55～59歳,30.07,90.4,451.24
2021,01,北海道,E,製造業,32,その他の製造業,60～64歳,26.76,31.65,352.77
2021,01,北海道,E,製造業,32,その他の製造業,65～69歳,29.1,0,349.2
2021,01,北海道,E,製造業,32,その他の製造業,70歳～,21.77,17.94,279.18
2021,01,北海道,G,情報通信業,39,情報サービス業,年齢計,30.37,103.22,467.66
2021,01,北海道,G,情報通信業,39,情報サービス業,～19歳,19.14,34.95,264.63
2021,01,北海道,G,情報通信業,39,情報サービス業,20～24歳,20.86,25.02,275.34
2021,01,北海道,G,情報通信業,39,情報サービス業,25～29歳,22.29,73.89,341.37
2021,01,北海道,G,情報通信業,39,情報サービス業,30～34歳,28.11,88.76,426.08
2021,01,北海道,G,情報通信業,39,情報サービス業,35～39歳,25.8,90.22,399.82
2021,01,北海道,G,情報通信業,39,情報サービス業,40～44歳,32.26,121.96,509.08
2021,01,北海道,G,情報通信業,39,情報サービス業,45～49歳,32.16,115.49,501.41
2021,01,北海道,G,情報通信業,39,情報サービス業,50～54歳,36.72,138.05,578.69
2021,01,北海道,G,情報通信業,39,情報サービス業,55～59歳,39.4,151.91,624.71
2021,01,北海道,G,情報通信業,39,情報サービス業,60～64歳,26.33,75.23,391.19
2021,01,北海道,G,情報通信業,39,情報サービス業,65～69歳,35.22,0,422.64
2021,01,北海道,G,情報通信業,39,情報サービス業,70歳～,-,-,-
2021,01,北海道,I,卸売業，小売業,I1,卸売業,年齢計,28.59,88.26,431.34
2021,01,北海道,I,卸売業，小売業,I1,卸売業,～19歳,19.09,12.27,241.35
2021,01,北海道,I,卸売業，小売業,I1,卸売業,20～24歳,20.87,57.84,308.28
2021,01,北海道,I,卸売業，小売業,I1,卸売業,25～29歳,23.21,75.41,353.93
